DATE,TIME,LUX,WET_RAW_ADC,WET_VOLTAGE_V
September-15-2025,07:09 PM,6.25,13032,1.625
September-15-2025,07:10 PM,5.83,13039,1.625
September-15-2025,07:11 PM,5.42,13032,1.625
September-15-2025,07:12 PM,5.00,13043,1.626
September-15-2025,07:13 PM,4.17,13024,1.628
September-15-2025,07:14 PM,4.17,13044,1.626
September-15-2025,07:15 PM,3.75,13045,1.627
September-15-2025,07:16 PM,3.75,13014,1.625
September-15-2025,07:17 PM,3.33,13033,1.628
September-15-2025,07:18 PM,3.33,13036,1.628
September-15-2025,07:19 PM,3.33,13048,1.627
September-15-2025,07:20 PM,2.92,13048,1.627
September-15-2025,07:21 PM,2.92,13050,1.627
September-15-2025,07:22 PM,2.92,13052,1.627
September-15-2025,07:23 PM,2.92,13052,1.628
September-15-2025,07:24 PM,2.50,13050,1.627
September-15-2025,07:25 PM,2.92,13047,1.629
September-15-2025,07:26 PM,2.92,13048,1.630
September-15-2025,07:27 PM,2.92,13053,1.629
September-15-2025,07:28 PM,2.92,13056,1.629
September-15-2025,07:29 PM,2.50,13063,1.628
September-15-2025,07:30 PM,2.92,13062,1.629
September-15-2025,07:31 PM,2.50,13068,1.629
September-15-2025,07:32 PM,2.92,13068,1.629
September-15-2025,07:33 PM,2.92,13072,1.629
September-15-2025,07:34 PM,2.92,13079,1.630
September-15-2025,07:35 PM,2.50,13056,1.628
September-15-2025,07:36 PM,2.92,13070,1.632
September-15-2025,07:37 PM,2.92,13079,1.631
September-15-2025,07:38 PM,2.92,13085,1.631
September-15-2025,07:39 PM,2.92,13089,1.632
September-15-2025,07:40 PM,2.92,13091,1.632
September-15-2025,07:41 PM,2.92,13079,1.632
September-15-2025,07:42 PM,3.33,13080,1.633
September-15-2025,07:43 PM,2.92,13083,1.633
September-15-2025,07:44 PM,2.92,13077,1.634
September-15-2025,07:45 PM,2.92,13078,1.634
September-15-2025,07:46 PM,2.92,13096,1.633
September-15-2025,07:47 PM,2.92,13095,1.633
September-15-2025,07:48 PM,2.92,13087,1.635
September-15-2025,07:49 PM,3.33,13098,1.634
September-15-2025,07:50 PM,3.33,13103,1.633
September-15-2025,07:51 PM,3.33,13092,1.635
September-15-2025,07:52 PM,3.33,13104,1.633
